0,2806
0,0450
-0,2146
0,0701
0,2898
-0,0317
-0,2078
0,1388
0,2797
-0,1029
-0,1799
0,2004
0,2474
-0,1630
-0,1322
0,2517
0,1923
-0,2095
-0,0678
0,2915
0,1177
-0,2399
0,0084
0,3176
0,0308
-0,2513
0,0889
0,3264
-0,0571
-0,2403
0,1659
0,3129
-0,1357
-0,2049
0,2325
0,2729
-0,2001
-0,1474
0,2869
0,2065
-0,2494
-0,0713
0,3297
0,1173
-0,2809
0,0171
0,3578
0,0152
-0,2916
0,1087
0,3672
-0,0845
-0,2765
0,1940
0,3509
-0,1695
-0,2333
0,2647
0,3031
-0,2373
-0,1660
0,3218
0,2251
-0,2898
-0,0780
0,3683
0,1201
-0,3228
0,0230
0,3992
0,0018
-0,3345
0,1255
0,4113
-0,1094
-0,3169
0,2193
0,3945
-0,1993
-0,2665
0,2927
0,3399
-0,2690
-0,1912
0,3511
0,2522
-0,3257
-0,0928
0,4025
0,1327
-0,3609
0,0193
0,4367
-0,0012
-0,3767
0,1313
0,4548
-0,1235
-0,3607
0,2347
